PHILIPPINES	BORNEO		https://iiif.directories.europa-institute.org/image/313345_0000/229,451,1317,43/full/0/default.jpg
Abad	T. M.	Manila and Iloilo	https://iiif.directories.europa-institute.org/image/313345_0000/142,645,1101,42/full/0/default.jpg
Abad	V.	Manila	https://iiif.directories.europa-institute.org/image/313345_0000/143,682,991,41/full/0/default.jpg
Abbass	A. R.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/143,718,1029,41/full/0/default.jpg
Abbass	A. S.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/144,750,996,45/full/0/default.jpg
Abbass	S. H.	Shanghai	https://iiif.directories.europa-institute.org/image/313345_0000/145,791,876,40/full/0/default.jpg
Abbey	F. FI.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/145,827,915,41/full/0/default.jpg
Abbey	T.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/146,864,770,40/full/0/default.jpg
Abbey	Mrs. R. E.	Nanking	https://iiif.directories.europa-institute.org/image/313345_0000/146,900,677,41/full/0/default.jpg
Abbott	F. .T.	Kobe	https://iiif.directories.europa-institute.org/image/313345_0000/145,936,1014,41/full/0/default.jpg
Abdoola	A.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/147,967,839,46/full/0/default.jpg
Abdoola	A.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/148,1009,990,41/full/0/default.jpg
Abdoola	H. E.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/147,1045,900,41/full/0/default.jpg
Abdoolally	A. S.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/148,1080,932,42/full/0/default.jpg
Abdoolbrahim	A. S.	Singapore	https://iiif.directories.europa-institute.org/image/313345_0000/148,1113,957,45/full/0/default.jpg
Abdoolkader	A. M.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/148,1153,983,43/full/0/default.jpg
Abdoolkader	E. M.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/149,1190,983,43/full/0/default.jpg
Abegg	A.	Saigon	https://iiif.directories.europa-institute.org/image/313345_0000/149,1227,727,41/full/0/default.jpg
Abegg	II.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/151,1261,973,43/full/0/default.jpg
Abel	L. H.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/150,1294,1204,46/full/0/default.jpg
Abello	M.	Manila	https://iiif.directories.europa-institute.org/image/313345_0000/151,1334,821,41/full/0/default.jpg
Abenheim	Chas.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/152,1371,1037,39/full/0/default.jpg
Abenheim	F. B.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/151,1405,1023,41/full/0/default.jpg
Abenheim	R.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/152,1442,980,39/full/0/default.jpg
Abercrombie	W. H.	Nagasaki	https://iiif.directories.europa-institute.org/image/313345_0000/153,1473,982,45/full/0/default.jpg
Abesser	R.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/154,1513,820,41/full/0/default.jpg
Abignac		Yenbay, Tonkin	https://iiif.directories.europa-institute.org/image/313345_0000/150,1550,1048,39/full/0/default.jpg
Abily	G.	Yokohama	https://iiif.directories.europa-institute.org/image/313345_0000/155,1585,924,41/full/0/default.jpg
Aboytiz	F.	Manila	https://iiif.directories.europa-institute.org/image/313345_0000/155,1622,856,40/full/0/default.jpg
Aboytiz	P. de	Manila	https://iiif.directories.europa-institute.org/image/313345_0000/155,1658,699,41/full/0/default.jpg
Abraham	A.	Hongkong	https://iiif.directories.europa-institute.org/image/313345_0000/155,1693,1153,44/full/0/default.jpg
Abraham	1). E. J.	Shanghai	https://iiif.directories.europa-institute.org/image/313345_0000/156,1730,670,40/full/0/default.jpg
Abraham	H. J.	Shanghai	https://iiif.directories.europa-institute.org/image/313345_0000/156,1765,1011,43/full/0/default.jpg
Abraham	Juan	Manila	https://iiif.directories.europa-institute.org/image/313345_0000/156,1803,722,39/full/0/default.jpg
Abraham	L. D.	Kobe	https://iiif.directories.europa-institute.org/image/313345_0000/156,1837,553,42/full/0/default.jpg
Abraham	V. E.	Kobe	https://iiif.directories.europa-institute.org/image/313345_0000/157,1874,856,41/full/0/default.jpg
Abrams	H.	Singapore	https://iiif.directories.europa-institute.org/image/313345_0000/158,1912,609,40/full/0/default.jpg
Abreu-Nunes	A. E.	Macao	https://iiif.directories.europa-institute.org/image/313345_0000/157,1940,889,48/full/0/default.jpg
